lat,lon
39.3629438756,-74.4259267356
29.6516344,-82.3248262
30.41275364,-87.2098405667
41.3476789311,-73.4514061733
41.5227277683,-90.5410787241
38.8813958,-94.8191285
44.2601702822,-88.4138840378
42.9331308822,-78.75293654
55.7483495182,37.6238504182
40.2194914023,-74.7935844977
36.7477272,-119.7723661
42.195567207,-71.1867695767
47.2983682907,-122.36173786
41.243690693,-73.0647814674
33.8830840395,-117.563957833
33.9725748214,-118.168370667
26.4888424714,-80.0700818714
3.13427592143,101.675559869
40.1138411,-88.2367026143
42.434621381,-71.4507142143
34.0775016738,-84.0464900333
38.6101854024,-90.5517497738
45.4277174119,-122.789654569
38.9716689,-95.2352501
31.9685988,-99.9018131
42.6142514244,-71.1238334561
41.079273,-85.1393513
33.604978652,-86.6369663411
30.4948140268,-97.6674049366
42.6772062475,-73.751230325
36.359582685,-94.179476005
36.973905175,-122.020079637
40.1672413025,-75.1301481225
40.49620266,-88.99246486
33.362778,-112.168611
38.0529279625,-122.276567105
52.5234051,13.4113999
39.7359429795,-75.5505086385
42.2549394487,-71.449731159
39.4177846205,-76.5977886615
40.5255315949,-74.6474131692
35.9250637,-86.8688899
41.6218424103,-87.7797234
51.045,-114.0572222
45.4010912895,-75.7051333684
26.1388437868,-80.3343468368
41.2183379947,-73.9347954842
40.2735251,-76.8905458658
42.5606268974,-71.2227763526
38.9818042895,-76.4996073974
28.0382682737,-81.9478057947
42.259057073,-71.7908365459
40.1004283838,-83.1100312676
34.7514357595,-92.2848499243
47.8052920108,-122.344463373
39.0956106892,-76.8881444054
-0.789275,113.921327
39.71222905,-86.3767605722
28.0654871667,-80.5993049111
40.7619479722,-73.059679875
44.8994369333,-93.6290790944
29.9867312917,-90.2039336556
42.9895155361,-71.4658843528
41.7068693,-73.9256479722
42.2985620057,-88.27068894
47.5317897257,-122.028410329
40.1304704629,-82.9411098857
40.9604889971,-72.2086191457
41.7127698343,-87.8328234514
39.4130433118,-77.4112680382
42.4392219676,-82.9152793647
34.7303688,-86.5861037
41.5062953765,-73.08288425
39.9186171912,-75.3381714529
39.3310494441,-74.5753354824
33.5095943,-117.165718494
38.3047222,-122.2988889
42.0166667,-94.3766667
43.0164474294,-88.2321349
34.1014873,-84.5193754
42.6526391382,-83.0084165088
34.2257255,-77.9447102
33.3703197,-112.5837766
38.4409558182,-122.716739533
29.2111177303,-81.0235402152
41.2741740909,-73.8462644727
27.8005828,-97.396381
-8.66436294545,115.211340188
25.2644444,55.3116667
35.5477464606,-80.8283893576
40.6156626906,-75.36652545
35.0456297,-85.3096801
32.4619138719,-84.9889333906
42.101790225,-75.9255298375
42.1353429313,-71.4370658625
34.0986573656,-117.355809122
43.1835389594,-87.9564076344
20.6762822937,-103.347315313
3.5848877375,98.67732915
39.5655266186,-104.796156453
38.0317136,-84.4951359
46.7802946548,-92.1008330452
34.2659,-119.258366
40.8803139323,-73.0781473581
40.1631208129,-105.106372132
52.3729639903,4.89231722258
48.7595529,-122.4882249
40.3041310903,-74.3125253806
40.7935000452,-77.857595071
14.5944461258,121.015826494
44.6646869742,-93.2282841645
41.4741657226,-81.5239744581
39.961863371,-75.6021381419
26.6440687097,-81.8733119742
38.62457134,-121.298144653
39.9625984,-76.727745
41.96190683,-88.2937447033
39.94187741,-74.1481392333
42.2817795133,-71.58480652
42.2530480733,-83.17962893
39.0558235,-95.6890185
33.9323080533,-83.9922039933
37.79336196,-121.98601656
33.5689814033,-84.3290716233
38.9985425966,-76.813618669
36.2561300448,-94.1243123241
34.0050079,-118.8100893
39.024605131,-84.5856282069
21.3778098414,-158.003045134
30.6442647897,-96.3489137586
28.3297016724,-80.6728876966
27.3364347,-82.5306527
33.8333716,-111.9507042
38.0293059,-78.4766781
39.3565774429,-84.4973694143
41.6056416607,-88.2038183179
42.1923157893,-88.29305955
36.1987264,-86.5878606357
42.058436,-70.1786374
42.4439614,-76.5018807
25.8456722643,-80.3188905964
32.7253248,-114.624397
46.729553,-94.6858998
-33.8606304286,151.204775929
40.3731594393,-74.51987565
42.8932504214,-87.863381425
45.6387281,-122.6614861
35.8456213,-86.39027
40.4196225464,-79.8507862
33.5778631,-101.8551665
40.5116828821,-80.1961084107
61.2180556,-149.9002778
37.6594499444,-77.5133409741
41.3580708,-72.1052785556
45.5223169,-122.411026963
46.8768199222,-96.7872943778
42.7261309,-87.7828523
36.0998596,-80.244216
41.5311774889,-87.4926533852
-33.4257406407,-70.5707398593
31.230393,121.473704
36.0572773889,-94.1658606556
40.0289868111,-76.3163172889
43.4515758148,-80.4999384815
29.6195397923,-95.6319761385
39.6945237885,-75.7521574923
18.4339505077,-66.1107003269
-34.6119959577,-58.3718653577
41.9981228231,-91.6697868692
-7.79746918462,110.366031742
42.1292241,-80.085059
40.1210773538,-75.4908632731
40.6940440923,-89.5908347538
41.2033216,-77.1945247
47.6587802,-117.4260466
33.2078221115,-97.1251833654
40.2862357385,-111.688920623
37.2136113231,-93.2966431038
32.9398771115,-96.5904837115
42.087314624,-88.284168884
40.6294525,-75.49198334
30.282790376,-81.395321336
40.290735404,-75.132053236
34.6100243,-112.315721
41.712166196,-71.433390084
41.605020956,-87.903899084
42.062429216,-71.198006748
43.074149144,-70.772261672
36.59689935,-121.892799779
38.7809192917,-90.534779225
40.6473882708,-74.602102525
39.755543,-105.2210997
41.3805865833,-81.4496983417
30.0080668292,-95.2366504625
41.5898431167,-83.6716027833
44.0247062,-88.5426136
28.6641521875,-81.1904694042
37.9753390208,-121.737315163
45.5254108,-122.976122233
38.5966977348,-122.857686835
32.0595018783,34.788656713
39.2602158826,-84.2971119783
39.3460977304,-76.4911708609
38.7289405739,-75.0896012696
41.6813781391,-91.5701626304
41.00527,28.97696
45.4086343696,-122.630708961
43.1900976826,-70.8673582174
40.4206875913,-86.8895384652
43.5521160609,-79.6279655043
-37.8090540565,144.966681387
39.5872222,-78.8425
39.3722121,-104.8560902
41.1691865609,-81.4073446696
47.0389673727,-122.904727245
43.1373693591,-77.4511946136
41.3638627182,-81.5870070227
43.2072670182,-88.1173260909
35.4087517,-80.579511
25.673211,-100.309201
34.4235565636,-119.845820482
43.7844397,-88.7878678
44.5078962364,-88.0276415045
37.6370896727,-120.995097818
33.8282948682,-84.6241471636
35.6005903136,-82.5504359409
44.0216306,-92.4698992
36.9989217591,-76.3916683091
39.7433898364,-74.9635050136
34.2694474,-118.781482
32.8795022,-111.7573521
35.2219971,-101.8312969
34.5400242,-112.4685025
34.483901,-114.3224548
33.8206668619,-116.530053814
-6.18396622381,106.624447167
37.6818745,-121.7680088
36.6777372,-121.6555013
39.6417680476,-106.562543733
42.8197807905,-73.9378692667
42.3687123381,-87.8883936476
41.6619105,-83.54837848
42.284991915,-89.083953605
34.9530337,-120.4357191
35.2827524,-120.6596156
40.02173038,-82.82441172
39.670073315,-84.12874245
38.545003715,-121.738197205
34.2073196,-84.1401926
42.63824706,-71.379054085
44.9428975,-123.0350963
40.63109402,-89.40460156
26.1420358,-81.7948103
33.7075805737,-116.237126942
32.216316,-80.752608
37.4315734,-78.6568942
40.8566946211,-74.6114275211
41.3376975316,-81.8428690053
22.396428,114.109497
42.1832995316,-88.1248734474
41.3728435421,-71.9548793263
53.3428873263,-6.26930292105
41.4477306737,-74.0284128789
34.8697395,-111.7609896
35.6528323,-97.4780954
29.9382717474,-93.9207204737
38.0182689158,-121.851463084
26.2026892053,-98.2316034
38.4087993,-121.3716178
40.4174554944,-3.7009102
37.9745863333,-87.5566949556
29.7857853,-95.8243956
40.3458920333,-80.0522917889
40.3878639499,-75.951441732
41.1905306667,-111.995420306
38.4565458444,-122.418960178
-6.2474466,107.1484521
47.6057968167,-122.669803617
41.48290625,-72.8231859722
30.6943566,-88.0430541
30.5174659167,-97.8257521
48.4330612,-123.361904533
35.3732921,-119.0187125
40.6460622,-111.4979729
21.158964,-86.845937
42.3516742722,-72.57957465
41.8780025,-93.097702
55.6868261765,12.5899425529
37.9577016,-121.2907796
32.6098566,-85.4807825
28.0626310824,-82.7662780647
30.0799405,-95.4171601
40.8349979882,-74.7325417294
44.7630567,-85.6206317
53.543564,-113.490452
37.1305012,-121.6543901
34.6867846,-118.1541632
33.4758669765,-82.0070491294
41.1399814,-104.8202462
-33.0504619,-71.6164515
42.8806425,-71.3272856
41.4460157647,-75.6680767176
45.1959900063,-93.4194191375
43.685271,-79.759924
50.1115118,8.6805059
36.8252277,-119.7029194
35.5280783,-108.7425843
44.0581728,-121.3153096
41.6418709875,-88.05172695
43.6808560625,-72.2879520875
42.115474425,-79.2863677125
43.0961709,-88.40263155
32.3199396,-106.7636538
60.1699538875,24.9377301188
39.9177707938,-82.7973707188
41.2558453313,-75.8874708937
42.7653543125,-78.7826006875
39.2029928625,-84.4049753938
41.63459085,-72.6352340375
37.2046429,-80.4126892
37.2707022,-76.7074571
9.95896848125,-84.1056328562
42.1434960312,-72.6067386812
34.935238425,-82.234904475
42.0598133813,-70.9512573812
38.0411820687,-122.150053263
42.79085698,-86.0968928867
34.5794343,-118.1164613
40.5159675133,-74.8634348267
41.4730948,-87.0611412
27.50342762,-82.57431938
39.4523385,-74.7276626
41.3866864733,-73.6875559933
28.54900176,-81.7645599467
38.291859,-122.4580356
-12.0479969333,-76.96307224
41.2890000933,-72.6770097733
30.4081673267,-86.5283198533
43.872,-78.9391111267
41.4550321667,-82.7097939533
41.0359353,-71.9545146
38.916343,-94.383516
43.5944677,-83.8888647
40.0219969667,-74.8268383867
42.81564678,-70.88079374
38.7978125,-90.78021188
47.5279909,-121.829409247
43.85936712,-79.4579678
38.74225184,-89.9607314267
29.7030024,-98.1244531
43.8191528,-91.2386289714
44.8755183,-91.9193422
42.7089181214,-83.4199386571
44.656389,-63.571747
30.1453082286,-81.7100546286
45.5538889,-94.1702778
45.4830341857,-73.8559281
45.0565,-92.822175
41.4966744643,-71.31186335
40.1933767,-85.3863599
41.7266667,-93.6041667
3.06444957143,101.599396357
43.0909539,-79.04775545
-6.95,107.4
39.5500507,-105.7820674
42.2411499,-83.6129939
34.8957957,-117.0172826
45.68346,-111.050499
33.60535,-111.741113
35.1113603429,-89.7979821214
35.6133640357,-77.3713153643
30.1595807571,-95.48698365
45.7832856,-108.5006904
47.3658546692,-122.096004292
40.3675555077,-75.3063424923
43.6242362,-72.5184275
35.0316955615,-80.8988901077
38.3410331077,-75.0903547
33.6894970769,-84.0587671385
47.0499507,-88.6148185
39.4816537,-106.0383518
38.5909896462,-89.9499531231
45.4636889,9.1881408
49.2784234077,-122.785870723
41.6470555615,-81.3759435231
41.4417397308,-71.4873863923
29.8832749,-97.9413941
35.7595731,-79.0192997
43.0831301,-73.7845651
42.3577353769,-88.0579860846
41.6889565385,-70.2316228385
43.0320109615,-76.0296000308
41.4862008769,-70.5977423615
41.9000504615,12.4645179615
47.7638136231,-122.556337262
38.8824838154,-90.1313259385
47.9445396,-122.3045815
32.6052675462,-83.6387962385
34.9248667,-81.0250784
32.8686333692,-109.776170646
32.5989600231,-96.8953653615
31.9575818,-110.955646
41.5842590615,-81.4656941231
41.2063091923,-80.7873344769
31.5518362692,-110.281645769
36.1696079,-75.7551854
35.0232266917,-78.9049029917
40.6859490333,-80.2932588917
34.22574985,-84.469761825
41.4245116833,-82.03651025
40.83741915,-81.3903913
42.02335,-93.625622
34.2163937,-119.0376023
39.6136578,-86.1066526
-8.4095178,115.188916
42.104947475,-86.4570742833
40.884267,-72.3895296
40.7155866333,-74.8322491
38.8965654,-121.0768901
38.2419509667,-122.040151433
41.4671834083,-88.2412207
33.6901354417,-78.8859629333
41.35,-79.7580556
41.5772242333,-73.415722975
31.1273735833,-97.7679027917
14.4637933417,121.033258592
37.9621158167,-91.82173935
42.1125070333,-83.7427679167
47.208850625,-122.291300583
44.1635775,-93.9993996
41.426063375,-73.2672803583
32.4217483333,-111.189316733
53.4806265833,-2.235257375
51.2270602583,6.768574475
39.6191820833,-74.271628675
39.1910983,-106.8175387
37.27528,-107.8800667
-6.589166,106.792999
41.8580556,-73.8122222
44.8007780727,-68.7763238727
42.9899369636,-70.8952574
41.5122159182,-72.0077424364
38.3674562727,-75.5893459545
28.1786111,-82.3505556
19.5280596909,-99.2356772909
41.2203980364,-73.6666194182
33.4473361,-84.1468616
35.0052086727,135.767658245
40.2986724,-83.067965
37.0953515455,-122.132490718
29.5334426182,-95.1031692545
39.56417,-119.48056
22.2836390364,114.165833527
46.8716667,-96.895
27.6040991091,-80.3586868364
40.3833194,-111.779811636
41.1586111,-95.9341667
43.0972174,-89.5042876
43.3845591818,-73.6351815636
59.9127263,10.7460924
33.2622099818,-86.8232209818
43.7734098182,-88.4472844455
44.0980781818,-70.2296755818
42.5236111,-92.4463889
33.7520414273,-116.408926064
35.1309604818,-120.627595382
50.8503216,4.35171016364
50.0826799455,14.4170192636
43.772959,-79.257609
39.6441780727,-75.6164675273
36.0937375091,-79.4478231818
35.7594769182,-83.9707624091
43.5978075,-84.7675139
49.1997914545,-122.940804909
47.3833333,8.5333333
43.0779782818,-86.1987544273
34.1839442818,-119.181975909
33.9424658,-117.2296717
32.482361,-96.9944489
38.7733588273,-90.3756965273
37.7396513,-121.4252227
42.5847425,-87.8211854
42.17614088,-79.41421428
41.0898132,-80.67029482
39.8309293,-77.2310955
45.08774368,-92.9599512
33.4150485,-111.5495777
29.9691116,-95.6971686
38.3031837,-77.4605399
28.15790179,-82.46109417
-27.4663292,153.0148015
38.3565773,-121.9877444
35.7954212,-78.52332075
32.5199542,-93.73232341
40.87522294,-111.89177118
41.36571805,2.14812085
37.3770935,-77.5049863
38.71275829,-9.14645856
39.629526,-79.9558968
27.74545512,-82.75215176
33.21175733,-87.56997908
47.7423218,-121.9856781
34.5361067,-117.2911565
41.74710476,-83.66199266
45.21420764,-93.63568865
35.6869752,-105.937799
39.18428134,-74.6730489
28.684195,-81.5064547
42.02325815,-73.90413414
31.8456816,-102.3676431
39.904214,116.407413
39.7817213,-89.6501481
48.20662,16.38282
38.5395564,-75.0551806
26.81397823,-80.11615408
43.4956299,-79.91248333
39.0416167,-94.444341
40.486427,-86.1336033
29.8942639,-81.3132083
28.97581971,-81.29695159
38.44481119,-78.86428026
19.0176147,72.8561644
43.4799291,-110.7624282
38.8159473,-76.7496909
32.3668052,-86.2999689
35.1595182,-84.8766115
40.2838993778,-75.391658
41.6091667,-86.7175
19.2893897444,-99.1461493111
1.35604464444,103.976344367
35.2225668,-97.4394777
42.3221629333,-122.906058767
42.8767970333,-112.447818489
40.4172871,-82.907123
35.4473751778,139.633767978
47.4984056,19.0407578
42.3211522,-85.1797142
44.2320353889,-72.5427924556
37.7272727,-89.2167501
42.5005583,-90.6645718
28.0303034333,-82.3795388444
43.3487,-79.7903
38.3530907111,-81.6516980333
34.7317245222,-82.2477705667
38.1074198,-122.5697032
28.4829625,-82.5505665889
19.6405556,-155.9955556
37.3058839,-89.5181476
35.5229041222,-120.690325167
43.0488010222,-76.2837562667
38.232417,-122.6366524
39.7576493,-74.2302254
18.3832879222,-65.9743707222
38.7627893,-93.7360498
39.8153877,-75.7701236333
39.7462228,-75.2703297333
32.2996260556,-90.1870377222
34.6652299333,-120.446212122
43.1917342,-71.5582679889
23.634501,-102.552784
39.7284944,-121.8374777
33.6973043111,-117.123056367
49.886083,-97.152921
39.3692044,-84.3284130444
35.7902762,-83.5421105667
37.4635519,-122.4285862
37.2709704,-79.9414266
40.3091754778,-76.6432474333
46.6020711,-120.5058987
26.9710165778,-82.0856138667
37.0057816,-121.5682751
20.7514815111,-156.455216033
31.5396726889,-97.1521326333
28.6122187,-80.8075537
43.452879,-79.701648
35.2330577,-106.664367867
51.4267632889,-0.303732066667
36.1156071,-97.0583681
39.034472925,-84.2126093375
25.091075,121.5598345
39.1836082,-96.5716694
26.649797,-80.204217325
40.6691291625,-80.021307925
43.387342,-80.321323
40.9999449625,-75.997564375
35.7331878,-81.3411974
42.348627875,-73.29041935
53.5538148,9.9915752
41.7533819,-86.1108377
41.158123775,-96.04084895
39.997692175,-104.8195907
-25.4283563,-49.2732515
40.9372034875,-72.6851404125
41.8006523,-73.1212214
25.9017472,-97.4974838
41.61853175,-88.445568175
33.9815369,-81.2362107
40.9258740125,-98.344017275
42.4792784,-96.404296925
40.1053196,-85.6802541
33.8160058,-78.680016
32.8406946,-83.6324022
42.0994493125,-76.8093310625
30.3960324,-86.2288322
28.176609825,-82.72180185
47.0144444,-94.9558333
38.4220694,-77.4083162
43.6666296,-92.9746367
39.6402638,-106.3741955
33.3777903375,-84.59711695
31.0982344,-97.342782
42.0088229625,-71.49706635
41.1383877,-81.8637474
40.918848425,-72.788677025
48.1398582875,11.5762254125
47.9252568,-97.0328547
40.55300585,-85.616559275
35.189443,-114.0530065
38.7742826,-76.0763305
46.8681765,-113.998375343
40.7034316571,-75.2311295
40.5727564143,-79.9420699857
32.5420821,-97.3208492
44.0805434,-103.2310149
35.1534916,-114.569647586
41.4048057571,-82.1822559714
34.7058758143,-76.7361630286
40.396528,-75.4971648
38.1940530714,-85.5982963143
24.5595881857,-81.7845376
42.245869,-84.4013462
39.5379296,-76.1123320571
41.6300321429,-70.9734500571
33.6753390429,-117.304046471
41.8149373,-71.8706364286
36.0055875714,-78.4895634286
44.4582983,-93.161604
41.3009834,-72.5687905143
27.7852261429,-82.4078315714
43.9552825,-86.4525831
39.8208925,-84.0193789
40.3849835143,-105.075853286
41.3819588857,-74.3336050714
29.5451104714,-98.2707658286
32.7667955,-96.5991593
29.5786098714,-95.7676087857
42.4191835286,-89.0337985429
38.8026942429,-77.6235232286
41.9612872429,-72.5759612714
34.4480495,-119.242889
43.8212238286,-88.0120393286
41.2619444,-95.8608333
29.3013479,-94.7976958
39.0080996571,-94.2810199
-36.8484597,174.7633315
39.0573356429,-74.7920706
41.7475933,-74.0868095
47.9128756,-122.0981848
64.8377778,-147.7163889
37.7739932,-84.2876150429
34.285558,-118.8820414
42.9568489429,-85.5337056714
40.9940624429,-75.1870056571
28.1614046,-81.6017417
44.2794911,-73.9798713
-6.97080151429,110.4242283
39.2461138,-94.4191177
42.9760741571,-81.2456477143
55.9501755,-3.1875359
60.6902778,-151.2888889
41.9504223143,-70.0186330143
37.5059814,-77.6491578
43.0891172857,-75.2562363286
35.042036,-89.6645266
42.7678376,-78.6133589
-5.143662,119.426339
33.5967815,-83.8601827
-5.440358,105.275665071
26.4416844429,-81.9423119571
36.3302284,-119.2920585
43.2269591167,-86.2541790833
41.0414021833,-83.6545088833
43.9238527,-91.2456966
36.5297706,-87.3594528
41.4749714,-72.1144971
21.4045370333,-157.759351833
51.455041,-0.9690884
-26.0936111,28.0063889
38.5787965,-122.5797054
33.8915634,-112.14140705
44.0954508333,-69.1331896333
28.2489016,-81.2811801
33.5703894667,-84.5746064833
52.080058,5.10513275
36.0241488,-75.67230615
46.22541255,-119.11889975
42.9275277,-83.6299518
40.0577798833,-74.5529065667
42.9851096,-77.4248061833
46.8083268,-100.7837392
39.449556,-75.7163207
32.3512601,-95.3010624
33.5604168,-81.7195533
29.69254865,-95.1899348667
43.3177794,-88.3789862
41.0577148167,-74.5122065667
30.2240897,-92.0198427
44.8102379167,-91.4892808833
33.8574227667,-83.9190721333
44.73525,-92.85265
33.8886289,35.4954794
-30.0277041,-51.2287346
30.080174,-94.1265562
4.5980556,-74.0758333
29.70064425,-94.9984001
-26.2043305333,28.0461387667
41.9164343,-83.3977101
1.4708889,124.8454608
40.4233142,-104.7091322
38.3979770667,-75.20369415
10.4853356667,-66.8945968333
43.7166676,-80.1499844
42.3147436,-88.4487021
26.9342246,-80.0942087
42.1173727333,-83.251689
43.8833333,-79.25
46.2057645,6.141593
39.5522815,-84.2332718
42.5159145,-73.6101159
30.2781731,-93.7845348
42.1845122,-70.7487306667
42.9778317,-82.3927521
52.0435286167,4.32027353333
41.60417225,-73.94948365
38.7134516,-77.7952712
40.4249755,-79.6735629667
36.14756315,-115.2703062
39.3762145,-77.154704
51.5064787667,-0.365177266667
32.4487364,-99.7331439
40.9645293,-76.8844101
-7.96281498333,112.6431246
39.4623305,-76.2791236
39.785043,-85.7694226
41.08798844,-72.38602854
42.8336205,-88.7323272
36.0525993,-95.7908195
